Structure_id,Urban,Year,Lanes_on,AverageDaily,Historic,Material,Spans,Length,Width,Trucks_percent,Condition
141440AA0125006,Rural,1956,2,60,Possible,Concrete,4,31.1,7.2,0,20
141440AA0127001,Rural,1996,1,30,Not historic,Steel,1,10.7,4.2,0,18
141440AA0129001,Rural,1985,1,150,Not historic,Steel,1,9.1,4.7,0,20
141440AA0129002,Rural,2002,2,150,Not historic,Steel,1,9.1,8.3,0,20
141440AA0139001,Rural,2006,1,30,Not historic,Steel,1,8.5,6,0,20
141440AA0148001,Rural,1994,1,50,Not historic,Steel,1,10.7,4.5,2,19
141440AA0154001,Rural,1999,2,30,Not historic,Steel,1,12.2,6,1,19
141440AA0171001,Rural,2006,1,80,Not historic,Steel,1,8.5,5.9,0,21
141440AA0173001,Rural,2006,2,50,Not historic,Concrete,1,23.5,7.2,10,22
141440AA0181501,Rural,2018,2,15,Not historic,Concrete,1,15.2,7.3,2,23
141440AA0187006,Rural,2006,2,270,Not historic,Steel,2,10.7,7.5,2,21
141440AA0188001,Rural,1983,2,280,Not historic,Steel,2,27.1,7.2,0,20
141440AA0216001,Rural,1989,1,260,Not historic,Timber,2,9.4,4.7,1,20
141500015002039,Rural,1947,2,1500,Possible,Steel,3,37.2,14.6,17,18
141500015002040,Rural,1947,2,1500,Possible,Steel,4,49.4,14.6,17,18
141500015002041,Rural,1947,2,1500,Possible,Steel,8,97.8,14.6,17,19
141500015002043,Rural,1947,2,2530,Possible,Steel,5,61.3,14.6,17,19
141500015002046,Rural,1947,4,1500,Possible,Steel,1,88.7,16,17,22
141500015004022,Rural,1940,2,3610,Possible,Steel,3,36.6,14.8,9,23
141500015004024,Rural,1940,2,3610,Possible,Concrete,6,36.6,14.6,9,18
141500015004026,Rural,1942,2,3450,Possible,Concrete,2,48.8,14.6,9,18
141500015004027,Rural,1942,2,3450,Possible,Steel,4,48.8,14.6,9,19
141500015004029,Rural,1942,2,3450,Possible,Steel,6,82.3,14.6,9,18
141500015004031,Rural,1942,2,3610,Possible,Concrete,10,61,14.6,9,19
141500028907058,Rural,1925,2,1500,Possible,Steel,1,6.7,9.4,15,19
141500029001002,Rural,1937,2,1250,Possible,Steel,3,26.2,11.6,7,20
141500029001003,Rural,1937,2,1250,Possible,Steel,2,17.7,11.6,7,18
141500029001017,Rural,1937,2,1040,Possible,Steel,1,10.1,10.7,7,19
141500029001023,Rural,1936,2,11350,Register,Steel,4,267,7.3,8,16
141500029001028,Rural,1993,2,1250,Not historic,Concrete,7,152.4,12.1,7,21
141500039609023,Rural,1955,2,4480,Possible,Concrete,6,46.6,9.1,4,20
141500039609046,Rural,1992,2,290,Not historic,Concrete,4,91.4,8.4,4,22
141500039609048,Rural,1995,2,290,Not historic,Concrete,3,79.2,9.1,4,21
141500054701001,Rural,1938,2,980,Possible,Concrete,5,30.5,7.3,6,20
141500054701004,Rural,1991,2,770,Not historic,Concrete,4,41.8,9.1,13,20
141500054701005,Rural,1991,2,770,Not historic,Concrete,6,57,9.1,13,20
141500057704010,Rural,1961,2,2390,Possible,Concrete,5,39,12.7,22,20
141500057704014,Rural,1965,2,2000,Possible,Concrete,5,39,13.4,22,19
141500057704015,Rural,1965,2,2010,Possible,Concrete,6,45.7,13.3,22,19
141500070004016,Rural,1952,2,3840,Possible,Concrete,6,45.7,15.9,11,18
141500070004017,Rural,1952,2,3840,Possible,Concrete,4,30.5,13.2,11,18
141500070004018,Rural,1953,2,3840,Possible,Concrete,4,30.5,13.1,11,20
141500070004020,Rural,1953,2,3150,Possible,Concrete,8,61,13.1,11,20
141500070004022,Rural,1954,2,4140,Possible,Concrete,7,56.1,13.2,11,18
141500070004024,Rural,1954,2,4140,Possible,Concrete,6,45.7,13.2,11,18
141500070004027,Rural,1955,2,4490,Possible,Concrete,11,160.9,13.2,11,20
141500070004028,Rural,1954,2,4490,Possible,Concrete,8,61,13.2,11,20
141500220901001,Rural,1956,2,450,Possible,Concrete,2,15.2,7,4,19
141500268701004,Rural,1979,2,7350,Not historic,Concrete,2,30.5,13.4,5,22
141500268701005,Rural,1986,2,3410,Not historic,Concrete,2,36.6,13.4,3,22
141500AA0632001,Rural,1973,2,100,Possible,Steel,1,21.3,7.3,0,21
141500B00210001,Urban,1936,2,85,Possible,Concrete,1,7.6,13.1,0,21
141570007103057,Rural,1950,2,2330,Possible,Concrete,5,38.1,13.5,18,18
141570007103059,Rural,1949,2,2680,Possible,Concrete,6,45.7,14.5,18,18
141570007104015,Rural,1934,2,2500,Possible,Concrete,8,89,8.5,18,19
141570007104018,Rural,1931,1,640,Register,Steel,2,274.9,6.6,18,17
141570007104020,Rural,1932,2,1090,Possible,Concrete,2,163.1,11.5,18,18
141570007104039,Rural,1968,2,2700,Possible,Concrete,8,89,8.5,16,22
141570007104068,Rural,1972,2,640,Possible,Concrete,11,278.9,12.8,18,21
141570007104069,Rural,1972,2,1090,Possible,Concrete,8,182.9,12.8,18,22
141570007105021,Rural,1929,2,2360,Possible,Concrete,1,7,12.3,19,20
141570014904028,Rural,1955,2,680,Possible,Concrete,4,30.5,8.5,12,20
141570014904035,Rural,1989,2,830,Not historic,Concrete,2,33.5,11.7,12,22
141570014904036,Rural,1989,2,830,Not historic,Concrete,1,24.4,11.7,12,21
141570015001021,Rural,1939,2,1160,Possible,Concrete,9,82.3,14.6,17,17
141570015001036,Rural,1946,2,1070,Possible,Concrete,6,45.7,7.8,17,18
141570015001037,Rural,1946,2,1070,Possible,Concrete,6,45.7,7.8,17,18
141570039602002,Rural,1937,2,830,Possible,Steel,4,27.1,13.5,12,19
141570039602003,Rural,1937,2,830,Possible,Steel,2,13.7,13.4,12,21
141570039602010,Rural,1937,2,640,Possible,Steel,2,13.7,13.5,11,20
141570057701008,Rural,1956,2,2510,Possible,Concrete,6,46.6,9.1,4,18
141570057701018,Rural,1994,2,300,Not historic,Concrete,1,24.4,10.5,4,23
141570110203017,Rural,1966,2,220,Possible,Concrete,5,38.1,7.9,15,21
141570175301001,Rural,1937,1,130,Possible,Concrete,20,71.9,4.9,24,19
141570175301002,Rural,1940,1,130,Possible,Concrete,2,7.3,4.8,24,18
141570175301003,Rural,1989,2,110,Not historic,Concrete,2,36.6,8.5,18,23
141570AA0109001,Rural,1930,1,30,Possible,Steel,2,13.7,4.7,0,18
141570AA0109002,Rural,1930,1,40,Possible,Steel,2,9.1,4.7,0,18
141570AA0134001,Rural,1924,1,30,Possible,Steel,5,15.2,4.3,0,16
141570AA0160001,Rural,1917,1,10,Possible,Steel,2,15.2,3.9,0,16
141570AA0179001,Rural,2007,2,20,Not historic,Concrete,3,24.4,8.4,0,22
141570B00310001,Urban,2017,2,400,Not historic,Concrete,6,47.2,9.8,0,25
142270001510413,Urban,1990,6,122490,Not historic,Concrete,3,77.1,33.8,11,21
142270001510414,Urban,1990,8,125710,Not historic,Concrete,1,84.4,34.1,11,22
142270001511052,Urban,1934,5,24240,Possible,Concrete,3,42.1,19.3,1,20
142270001513070,Urban,1952,4,6200,Possible,Concrete,1,25.3,14.6,0,21
142270001513071,Urban,1952,2,8000,Possible,Concrete,1,25.3,14.6,0,21
142270001513072,Urban,1952,4,7050,Possible,Concrete,1,26.2,14.6,1,19
142270001513095,Urban,1954,3,71150,Possible,Steel,3,55.5,18.1,10,22
142270001513096,Urban,1954,6,145340,Possible,Steel,9,320.7,29,10,18
142270001513101,Urban,1955,4,26400,Possible,Concrete,1,26.2,14.6,1,19
142270001513102,Urban,1955,4,72670,Possible,Steel,3,46.3,16.8,10,19
142270001513118,Urban,1962,4,72670,Possible,Steel,1,45.4,18.1,10,19
142270001513189,Urban,1962,4,7970,Possible,Concrete,4,61.9,17.1,0,19
142270001513190,Urban,1962,4,13460,Possible,Concrete,4,58.5,17.1,0,18
142270001513191,Urban,1962,6,170200,Possible,Concrete,15,273.4,26.5,9,20
142270001513192,Urban,1962,8,170200,Possible,Steel,5,73.5,33,9,18
142270001513209,Urban,1962,4,94880,Possible,Concrete,4,79.6,20.2,9,21
142270001513210,Urban,1962,4,94880,Possible,Concrete,4,79.6,20.2,9,21
142270001513274,Urban,1967,2,11000,Possible,Concrete,1,45.7,9.3,12,23
142270001513276,Urban,1988,4,60530,Not historic,Concrete,1,62.5,17.8,12,20
142270001513277,Urban,1988,4,60530,Not historic,Concrete,1,62.5,17.8,12,20
142270001513329,Urban,1972,2,10910,Possible,Concrete,4,96.9,7.3,8,21
142270001513330,Urban,1972,1,19240,Possible,Concrete,3,82.3,7.3,12,21
142270001513332,Urban,1972,2,48100,Possible,Concrete,45,2380.5,12.2,12,19
142270001513333,Urban,1972,1,19240,Possible,Concrete,3,79.9,7.3,12,21
142270001513334,Urban,1972,1,10250,Possible,Concrete,4,102.4,7.3,9,20
142270001513342,Urban,1976,1,19240,Possible,Concrete,3,82.9,7.6,12,22
142270001513343,Urban,1976,6,20900,Possible,Concrete,3,109.1,26.2,0,20
142270001513344,Urban,1976,1,17500,Possible,Concrete,2,30.2,7.7,12,22
142270001513345,Urban,1976,1,17500,Possible,Steel,2,66.8,7.6,12,17
142270001513346,Urban,1976,1,17500,Possible,Steel,2,54.3,7.6,12,17
142270001513350,Urban,1972,2,96200,Possible,Concrete,17,507.2,11.2,12,19
142270001513357,Urban,1976,2,10910,Possible,Concrete,1,34.4,6.8,8,22
142270001513358,Urban,1976,5,192410,Possible,Concrete,1,34.4,22.4,12,22
142270001513359,Urban,1976,3,10250,Possible,Concrete,1,34.4,9.8,9,22
142270001513360,Urban,1977,5,16340,Not historic,Concrete,3,114,25.5,0,21
142270001513363,Urban,1977,1,17560,Not historic,Steel,4,117.3,7.6,0,22
142270001513380,Urban,1962,3,72670,Possible,Steel,3,102.4,12,10,18
142270001513384,Urban,1980,4,92730,Not historic,Concrete,6,198.1,19.5,12,21
142270001513385,Urban,1980,4,92730,Not historic,Concrete,6,198.1,19.1,12,21
142270001513386,Urban,1980,1,18540,Not historic,Concrete,2,71.3,7.8,12,21
142270001513387,Urban,1980,4,23030,Not historic,Concrete,2,73.5,17,9,21
142270001513388,Urban,1980,3,19940,Not historic,Concrete,2,75.6,13.4,9,21
142270001513390,Urban,1980,1,2000,Not historic,Concrete,2,63.4,7.8,0,21
142270001513391,Urban,1982,4,18270,Not historic,Concrete,3,412.7,15.4,9,20
142270001513392,Urban,1982,3,18830,Not historic,Concrete,8,331,11.7,12,21
142270001513399,Urban,1984,5,6395,Not historic,Concrete,2,78.9,18.3,0,18
142270001513404,Urban,1986,6,35000,Not historic,Concrete,2,61.6,23.3,0,16
142270001513407,Urban,1987,6,8870,Not historic,Concrete,2,51.8,23.2,0,22
142270001513410,Urban,1988,4,8600,Not historic,Concrete,2,61.3,15.9,0,20
142270001513411,Urban,1988,8,51650,Not historic,Concrete,2,93,30.5,2,18
142270001513415,Urban,1990,8,142550,Not historic,Concrete,3,96,41.5,10,22
142270001513425,Urban,1990,6,114630,Not historic,Concrete,3,97.8,42.5,12,21
142270001513446,Urban,2002,1,54570,Not historic,Concrete,2,69.5,8.5,8,21
142270001513447,Urban,2002,1,28780,Not historic,Concrete,2,67.4,8.5,7,22
142270001513449,Urban,2002,1,21870,Not historic,Steel,3,947,8.5,9,18
142270001513450,Urban,2002,1,100000,Not historic,Steel,6,815.3,8.5,10,19
142270001513451,Urban,2002,1,21760,Not historic,Steel,4,268.2,8.7,9,20
142270001513452,Urban,2002,1,5001,Not historic,Steel,5,608.1,8.5,10,21
142270001513453,Urban,2004,4,55230,Not historic,Concrete,7,256,23.8,15,21
142270001513454,Urban,2004,3,55230,Not historic,Concrete,7,256,18.4,15,20
142270001513455,Urban,2003,3,12390,Not historic,Concrete,2,76.8,16.7,12,21
142270001513457,Urban,2003,5,80150,Not historic,Concrete,3,66.1,26.2,10,21
142270001513458,Urban,2003,4,80150,Not historic,Concrete,3,66.1,22,10,21
142270001513459,Urban,2000,5,12000,Not historic,Concrete,2,62.8,22.7,0,21
142270001513460,Urban,2004,1,12390,Not historic,Steel,3,828.8,7.6,12,20
142270001513461,Urban,2005,1,12390,Not historic,Steel,5,314.9,7.6,12,20
142270001513462,Urban,2005,2,11040,Not historic,Concrete,9,266.7,10.5,15,21
142270001513471,Urban,1998,2,60220,Not historic,Concrete,34,1252.1,17.1,2,21
142270001513472,Urban,1998,2,60220,Not historic,Concrete,34,1254.3,17.1,2,21
142270001513497,Urban,2007,1,4000,Not historic,Concrete,2,57,8.3,12,22
142270001513498,Urban,2007,1,4000,Not historic,Concrete,2,57,8.3,12,22
142270001513499,Urban,2007,6,8000,Not historic,Concrete,2,61.3,25.3,0,21
142270001513510,Urban,1972,2,59630,Possible,Concrete,17,499,11.2,12,20
142270001513526,Urban,2011,1,12390,Not historic,Steel,6,339.5,7.7,15,21
142270001513527,Urban,2011,1,148080,Not historic,Steel,4,605.6,7.9,15,21
142270001513542,Urban,2011,1,12390,Not historic,Concrete,18,527.9,7.9,15,22
142270001513543,Urban,2011,1,12390,Not historic,Steel,3,658.4,7.7,15,21
142270001513673,Urban,2017,2,7690,Not historic,Concrete,2,57.9,9.3,10,24
142270001513674,Urban,2017,2,7690,Not historic,Concrete,3,58.2,12.2,10,23
142270001513676,Urban,2018,4,160310,Not historic,Concrete,2,60,9.2,10,23
142270001513678,Urban,2018,6,178000,Not historic,Concrete,2,56.4,19.7,10,23
142270001513679,Urban,2018,6,178000,Not historic,Concrete,2,56.4,9.2,10,24
142270001513680,Urban,2017,5,185424,Not historic,Concrete,2,65.2,26.2,10,24
142270001601001,Urban,1934,4,24800,Possible,Concrete,6,84.1,22.1,1,19
142270001601002,Urban,1935,3,11330,Possible,Concrete,3,26.2,21.4,1,23
142270001601003,Urban,1934,3,57310,Possible,Concrete,7,98.1,20.4,12,21
142270001601004,Urban,1934,3,57310,Possible,Concrete,3,182,20.8,12,18
142270001601064,Urban,1958,3,57310,Possible,Steel,7,98.8,20.5,12,19
142270001601184,Urban,2009,2,13000,Not historic,Concrete,2,79.2,15.7,0,22
142270001601186,Urban,2009,2,4000,Not historic,Concrete,14,534,11.6,13,21
142270001601189,Urban,1990,2,11950,Not historic,Concrete,3,92.7,10.8,12,21
142270001601190,Urban,1990,2,10210,Not historic,Concrete,3,94.5,10.8,11,21
142270001601197,Rural,1993,4,497,Not historic,Concrete,2,61,18.1,0,19
142270001601198,Urban,1993,2,1750,Not historic,Concrete,6,165.8,10.8,11,20
142270001601199,Urban,1993,2,10210,Not historic,Concrete,6,164,10.8,11,20
142270001601228,Urban,2009,3,1200,Not historic,Concrete,2,77.4,15.7,0,23
142270001601435,Urban,2009,1,114000,Not historic,Concrete,28,923.2,11.6,0,21
142270001601436,Urban,2009,2,114000,Not historic,Steel,2,1266.7,11.6,0,21
142270001601452,Urban,2017,3,3500,Not historic,Concrete,2,56.1,12.5,1,24
142270001601453,Urban,2017,1,3500,Not historic,Concrete,2,56.1,11.8,1,23
142270011308022,Urban,1934,4,53030,Possible,Concrete,6,36.6,17.1,4,16
142270011309023,Urban,1993,2,5810,Not historic,Steel,3,631.2,10.7,4,19
142270011309112,Urban,1997,1,19500,Not historic,Concrete,2,78,7.6,4,22
142270011309123,Urban,1993,3,38570,Not historic,Concrete,2,104.2,11.8,3,21
142270011309124,Urban,1993,3,38570,Not historic,Concrete,2,80.2,11.8,3,21
142270011309142,Urban,1997,4,28980,Not historic,Concrete,3,91.4,20.6,4,21
142270011309143,Urban,1997,1,18140,Not historic,Concrete,8,274.3,6.4,3,22
142270011309144,Urban,1997,1,5785,Not historic,Concrete,6,212.1,6.4,4,20
142270011309145,Urban,1999,2,48210,Not historic,Concrete,7,373.7,13.2,2,20
142270011309146,Urban,1999,2,48210,Not historic,Concrete,10,373.7,13.2,2,21
142270011309204,Urban,1999,3,26950,Not historic,Concrete,3,120.1,16.8,4,21
142270011309205,Urban,1999,2,26950,Not historic,Concrete,3,117.7,19.3,4,21
142270011309206,Urban,1999,4,30900,Not historic,Concrete,3,88.4,21.7,4,21
142270011309207,Urban,1999,2,30900,Not historic,Concrete,3,88.4,20.5,4,21
142270011309470,Urban,2012,1,15850,Not historic,Steel,2,309.1,7.9,4,23
142270011309471,Urban,2012,1,25600,Not historic,Steel,4,560.8,7.9,7,22
142270011312065,Urban,1943,4,39910,Register,Concrete,6,200.9,12.6,1,17
142270011312088,Urban,1926,5,26400,Possible,Concrete,1,17.7,18.3,1,22
142270011312090,Urban,1934,5,36010,Possible,Concrete,3,44.5,15.3,1,19
142270011313070,Urban,1969,3,37450,Possible,Concrete,4,114.3,12.2,3,21
142270011313071,Urban,1969,3,37450,Possible,Concrete,4,114.3,15.8,3,22
142270011313077,Urban,1976,2,23940,Possible,Concrete,3,73.2,12.8,3,19
142270011313078,Urban,1976,2,23940,Possible,Concrete,3,73.2,12.8,3,20
142270011313079,Urban,1976,2,23460,Possible,Concrete,3,73.2,12.8,3,20
142270011313080,Urban,1976,2,23460,Possible,Concrete,3,73.2,12.8,3,20
142270011313081,Urban,1976,2,23460,Possible,Concrete,4,91.4,12.8,3,21
142270011313082,Urban,1976,2,23460,Possible,Concrete,4,91.4,12.8,3,21
142270011313087,Urban,1959,2,7300,Possible,Steel,3,41.8,12.2,11,18
142270011313091,Urban,1983,2,23460,Not historic,Concrete,4,105.5,12.1,3,21
142270011313092,Urban,1983,2,23460,Not historic,Concrete,4,102.7,12.1,3,21
142270011313093,Urban,1983,4,46930,Not historic,Steel,1,350.5,22.9,3,16
142270011313094,Urban,1982,2,20010,Not historic,Concrete,1,82.3,12.3,4,21
142270011313095,Urban,1982,2,20010,Not historic,Concrete,1,82.3,12.3,4,22
142270011313102,Urban,1990,2,27000,Not historic,Concrete,2,36.6,10.9,4,20
142270011313103,Urban,1990,2,23500,Not historic,Concrete,2,33.5,11,4,21
142270011313104,Urban,1990,1,4690,Not historic,Concrete,2,45.7,7.9,3,21
142270011313114,Urban,1997,3,76210,Not historic,Steel,5,1378.3,16.8,5,19
142270011313115,Urban,1997,3,19450,Not historic,Concrete,1,19.8,10.9,5,18
142270011313116,Urban,1997,3,24500,Not historic,Concrete,1,27.4,10.9,3,19
142270011313117,Urban,1997,2,7490,Not historic,Concrete,13,573.6,10.7,3,20
142270011313118,Urban,1997,2,7490,Not historic,Concrete,4,271.3,10.7,3,21
142270011313119,Urban,1997,1,7669,Not historic,Concrete,6,288,7.6,9,21
142270011313120,Urban,1997,1,7669,Not historic,Concrete,3,106.7,7.7,9,22
142270011313127,Urban,1996,5,70060,Not historic,Concrete,1,67.1,26.6,8,22
142270011313128,Urban,1996,2,16700,Not historic,Concrete,1,66.4,11.6,5,21
142270011313129,Urban,1996,3,10980,Not historic,Concrete,1,67.1,11.6,5,22
142270011313130,Urban,1996,1,5001,Not historic,Concrete,4,150.6,7.6,5,22
142270011313131,Urban,1996,1,5001,Not historic,Concrete,2,143.6,7.6,5,22
142270011313132,Urban,1996,6,25010,Not historic,Concrete,2,51.5,22.6,12,20
142270011313133,Urban,1996,1,5001,Not historic,Concrete,2,53.6,8.5,5,22
142270011313134,Urban,1996,1,5001,Not historic,Concrete,2,53.6,8.4,5,23
142270011313136,Urban,1996,1,5001,Not historic,Concrete,2,61,8.4,5,22
142270011313137,Urban,1996,1,5001,Not historic,Concrete,2,63.1,8.4,5,22
142270011313138,Urban,1996,1,5001,Not historic,Concrete,2,57.3,8.4,5,21
142270011313139,Urban,1996,1,5001,Not historic,Concrete,2,59.1,8.4,5,22
142270011313140,Urban,1996,5,70060,Not historic,Concrete,1,67.1,25.1,8,23
142270011313151,Urban,2006,4,49570,Not historic,Concrete,10,311.2,20.7,5,21
142270011313152,Urban,2005,1,9910,Not historic,Concrete,7,227.1,7.1,5,22
142270011313154,Urban,2006,4,30800,Not historic,Concrete,3,99.7,20.7,5,22
142270011313209,Urban,2004,5,5000,Not historic,Concrete,2,63.4,22.8,8,22
142270011313210,Urban,2004,1,10000,Not historic,Concrete,2,61.6,7.4,8,22
142270011313463,Urban,2004,2,38010,Not historic,Concrete,12,381.9,10.5,9,22
142270011313464,Urban,2005,1,15000,Not historic,Steel,5,568.1,7.5,15,20
142270011313466,Urban,2003,1,2500,Not historic,Concrete,2,77.1,7.5,10,21
142270011313467,Urban,2003,1,41030,Not historic,Concrete,2,71,7.5,9,22
142270011313472,Urban,2014,3,33000,Not historic,Concrete,2,62.5,16.2,0,21
142270011313473,Urban,2013,4,33000,Not historic,Concrete,2,62.5,16.5,5,22
142270011313475,Urban,2013,1,54100,Not historic,Concrete,2,63.1,9.4,5,23
142270011313476,Urban,2014,1,1,Not historic,Concrete,2,64.6,9.4,0,23
142270011401074,Urban,1947,2,17070,Possible,Steel,4,48.8,14.4,8,19
142270011401096,Urban,1966,3,17070,Possible,Concrete,3,55.5,15.8,8,21
142270011401107,Urban,1969,4,24510,Possible,Concrete,4,76.2,18.3,6,20
142270011401110,Urban,1969,2,17070,Possible,Concrete,4,76.2,12.2,8,21
142270011401123,Urban,1980,3,9660,Not historic,Concrete,3,101.2,15.5,3,22
142270011401132,Urban,1988,2,11630,Not historic,Concrete,3,55.5,11.5,7,22
142270011401133,Urban,1988,3,11810,Not historic,Concrete,2,52.4,11.4,7,22
142270011402081,Urban,1947,2,17000,Possible,Steel,14,128,12.2,0,17
142270011402112,Urban,1968,2,19000,Possible,Concrete,1,115.8,12.2,0,20
142270011402113,Urban,1968,2,17000,Possible,Concrete,7,128,12.2,0,23
142270011402188,Urban,2007,1,6000,Not historic,Steel,8,1605.4,11,10,20
142270011402189,Urban,2006,4,14500,Not historic,Concrete,2,84.7,16.5,12,21
142270011402190,Urban,2006,4,14500,Not historic,Concrete,2,84.7,18.7,12,21
142270011402453,Urban,2012,3,64000,Not historic,Concrete,2,61,12.6,0,22
142270011402454,Urban,2012,4,19000,Not historic,Concrete,2,61,22.5,0,24
142270011402455,Urban,2012,4,64000,Not historic,Concrete,2,103.6,16.3,0,22
142270011402456,Urban,2012,4,19000,Not historic,Concrete,2,99.1,16.5,0,22
142270011402457,Urban,2013,3,10000,Not historic,Concrete,3,87.2,12.7,0,22
142270011402459,Urban,2013,3,19000,Not historic,Concrete,2,48.8,23.5,0,22
142270011402460,Urban,2013,3,64000,Not historic,Concrete,1,43.6,16.5,0,22
142270011402461,Urban,2013,4,19000,Not historic,Concrete,4,121.9,16.8,6,21
142270011402462,Urban,2013,4,64000,Not historic,Concrete,2,74.4,20.5,7,21
142270011402463,Urban,2013,4,64000,Not historic,Concrete,2,74.4,22.8,7,22
142270011402464,Urban,2013,4,64000,Not historic,Concrete,2,72.8,20.5,7,22
142270011402465,Urban,2013,4,64000,Not historic,Concrete,2,72.8,20.8,7,22
142270011402466,Urban,2013,1,64000,Not historic,Concrete,2,61,8,15,21
142270011402467,Urban,2013,3,10000,Not historic,Concrete,2,61,16.8,6,22
142270011402468,Urban,2013,3,10000,Not historic,Concrete,2,61,16.8,6,22
142270011402470,Urban,2013,3,10000,Not historic,Concrete,3,103.6,16.8,6,20
142270011402471,Urban,2014,4,64000,Not historic,Concrete,2,87.2,20.5,6,21
142270011402472,Urban,2013,4,10000,Not historic,Concrete,3,87.2,20.5,6,22
142270011402473,Urban,2014,4,64000,Not historic,Concrete,1,83.5,20.5,6,22
142270011402474,Urban,2014,4,64000,Not historic,Concrete,1,83.5,20.5,6,22
142270011402475,Urban,2014,4,64000,Not historic,Concrete,1,78.3,20.5,6,22
142270011402477,Urban,2014,4,10000,Not historic,Concrete,1,76.2,20.5,6,21
142270011402478,Urban,2014,4,64000,Not historic,Concrete,1,76.2,20.5,6,21
142270011402480,Urban,2014,3,10000,Not historic,Concrete,3,169.8,20.5,6,21
142270011402481,Urban,2014,4,64000,Not historic,Concrete,1,76.8,24.7,6,21
142270011402482,Urban,2014,4,64000,Not historic,Concrete,1,62.2,23.5,6,21
142270011403057,Rural,1940,2,15220,Possible,Concrete,11,67.1,13.9,7,20
142270011403059,Rural,1940,2,6070,Possible,Concrete,5,30.5,13.9,6,18
142270011403139,Rural,1994,2,15220,Not historic,Concrete,4,67.1,11.3,7,21
142270011403140,Rural,1994,2,6070,Not historic,Concrete,4,73.2,11.3,6,20
142270011403141,Rural,1994,2,6070,Not historic,Concrete,2,30.5,11.3,6,23
142270011403489,Rural,2015,2,25407,Not historic,Concrete,3,64,11.6,7,22
142270011420012,Urban,1926,2,6530,Possible,Concrete,16,119.5,8.5,7,18
142270015106045,Urban,1975,3,8810,Possible,Concrete,1,39.6,15.9,2,19
142270015106053,Urban,1990,5,23890,Not historic,Concrete,2,30.5,19,1,22
142270015106054,Urban,1993,4,57250,Not historic,Concrete,15,504.1,20.5,2,21
142270015106055,Urban,1993,4,57250,Not historic,Concrete,15,504.1,20.5,2,21
142270015106057,Urban,1993,1,11450,Not historic,Concrete,3,202.7,7.7,2,21
142270015106058,Urban,1993,1,11450,Not historic,Concrete,7,239.9,7.7,2,21
142270015106068,Urban,1995,4,69230,Not historic,Concrete,3,98.5,20.6,2,22
142270015106071,Urban,1995,3,69230,Not historic,Concrete,3,93,16.9,2,21
142270015106072,Urban,1995,4,69230,Not historic,Concrete,3,95.7,20.6,2,21
142270015106073,Urban,1995,4,69230,Not historic,Concrete,3,95.7,20.6,2,20
142270015106074,Urban,1995,1,13840,Not historic,Steel,1,50.3,7.3,2,22
142270015106076,Urban,1997,4,59610,Not historic,Concrete,2,100,20.6,2,22
142270015106077,Urban,1997,4,59610,Not historic,Concrete,2,100,20.6,2,21
142270015106078,Urban,1997,3,73230,Not historic,Concrete,1,93,16.9,2,22
142270015106079,Urban,1997,3,73230,Not historic,Concrete,1,93,16.9,2,22
142270015106080,Urban,1998,3,57250,Not historic,Concrete,47,1866,17.1,2,21
142270015106081,Urban,1998,3,57250,Not historic,Concrete,47,1868.4,17.1,2,21
142270015106082,Urban,1991,4,73120,Not historic,Concrete,3,116.7,20.6,2,20
142270015106083,Urban,1991,4,73120,Not historic,Concrete,3,117.3,20.4,2,20
142270015106084,Urban,1990,4,57250,Not historic,Concrete,2,79.2,20.5,2,21
142270015106085,Urban,1990,4,57250,Not historic,Concrete,2,81.1,20.5,2,21
142270015106086,Urban,1991,1,14620,Not historic,Concrete,8,382.2,7.7,2,19
142270015106088,Urban,1990,1,68540,Not historic,Steel,2,865,7.7,3,18
142270015106090,Urban,1991,1,57130,Not historic,Steel,3,361.5,7.7,3,21
142270015106093,Urban,1998,1,12330,Not historic,Concrete,5,160.3,7.9,2,22
142270015106094,Urban,1998,1,12330,Not historic,Concrete,10,329.2,7.9,2,22
142270015106099,Urban,1989,7,47880,Not historic,Concrete,4,125.9,26.8,3,19
142270015106103,Urban,1998,1,10170,Not historic,Concrete,8,280.1,8,3,22
142270015106431,Urban,1993,4,60220,Not historic,Concrete,4,168.3,20.5,2,21
142270015106508,Urban,2018,2,10000,Not historic,Concrete,9,516.6,9.6,4,22
142270015106509,Urban,2018,2,5000,Not historic,Concrete,3,111.3,11,4,24
142270015109049,Urban,1983,5,18530,Not historic,Concrete,3,106.7,24.4,2,20
142270015109050,Urban,1983,2,18530,Not historic,Concrete,3,109.1,20.7,2,20
142270015109115,Urban,2006,1,5000,Not historic,Concrete,2,72.8,7.7,3,23
142270015109116,Urban,2006,1,5000,Not historic,Concrete,2,72.8,7.7,3,24
142270015109117,Urban,2006,4,20980,Not historic,Concrete,3,91.1,20.7,3,22
142270015109118,Urban,2006,4,20980,Not historic,Concrete,3,91.1,20.7,3,22
142270015109119,Urban,2006,3,26010,Not historic,Concrete,3,91.4,17,3,22
142270015109120,Urban,2006,5,26010,Not historic,Concrete,3,91.4,19.2,3,22
142270015109121,Urban,2005,3,5200,Not historic,Concrete,3,68.6,12.4,3,22
142270015109122,Urban,2005,3,5200,Not historic,Concrete,1,77.7,12.4,3,22
142270015109123,Urban,2005,4,18870,Not historic,Concrete,9,313.9,15.3,4,20
